#N: 3053
#c i v
 4    940 -7.82338e-01 
 4    941 -6.74137e-02 
 4    942 +2.62606e+00 
 4    943 +2.19511e+00 
 4    944 +2.24548e+00 
 4    945 -1.05517e+00 
 4    946 -1.00310e+00 
 4    947 +2.71511e+00 
 4    948 +2.67268e+00 
 4    949 +8.40651e-01 
 4    950 +9.48316e-02 
 4    951 +3.80037e-02 
 4    952 +9.40044e-01 
 4    953 -2.12360e+00 
 4    954 -7.43590e-01 
 4    955 -1.86862e+00 
 4    956 -2.66551e+00 
 4    957 -1.88135e+00 
 4    958 +2.12584e-01 
 4    959 -8.37920e-01 
 4    960 -5.31215e-01 
 4    961 -2.13574e+00 
 4    962 -3.71617e+00 
 4    963 -3.62696e+00 
 4    964 -3.64516e+00 
 4    965 -2.47300e+00 
 4    966 +1.97265e-01 
 4    967 +1.38009e+00 
 4    968 +2.49896e+00 
 4    969 +3.34060e+00 
 4    970 +2.82695e+00 
 4    971 +1.17585e+00 
 4    972 -1.62732e+00 
 4    973 -2.29700e-01 
 4    974 -1.16128e+00 
 4    975 -2.72517e+00 
 4    976 +4.82667e-02 
 4    977 +1.52944e-01 
 4    978 +3.86391e-02 
 4    979 +2.30937e-01 
 4    980 -6.13885e-01 
 4    981 -4.58498e-01 
 4    982 +2.03908e+00 
 4    983 +2.64382e-01 
 4    984 +1.48305e+00 
 4    985 +2.72711e+00 
 4    986 +2.55910e+00 
 4    987 +2.30539e-01 
 4    988 -1.59930e-01 
 4    989 +3.57363e-01 
 4    990 -4.35342e-02 
 4    991 -2.65820e+00 
 4    992 -2.16013e+00 
 4    993 +3.52754e-02 
 4    994 +2.29050e+00 
 4    995 +1.77389e+00 
 4    996 +1.85253e+00 
 4    997 -1.43225e+00 
 4    998 +2.35139e+00 
 4    999 +3.85893e-01 
 4   1000 +2.05672e-01 
 4   1001 -2.54320e-01 
 4   1002 +6.69662e-01 
 4   1003 -5.62418e-02 
 4   1004 +1.02503e+00 
 4   1005 +1.69044e+00 
 4   1006 -7.08530e-01 
 4   1007 -1.14762e+00 
 4   1008 -1.20877e+00 
 4   1009 -2.38606e+00 
 4   1010 -6.51150e-01 
 4   1011 -8.84833e-01 
 4   1012 +8.38593e-02 
 4   1013 +2.65628e+00 
 4   1014 +2.99738e+00 
 4   1015 +1.11420e-01 
 4   1016 -1.68373e+00 
 4   1017 -3.56178e+00 
 4   1018 -3.81735e+00 
 4   1019 -3.44757e+00 
 4   1020 -1.75392e-01 
 4   1021 +5.41319e-01 
 4   1022 -3.32167e+00 
 4   1023 -4.10574e+00 
 4   1024 -3.40297e+00 
 4   1025 -2.45943e-01 
 4   1026 -2.53174e+00 
 4   1027 +1.52354e+00 
 4   1028 +1.95623e+00 
 4   1029 +2.44929e+00 
 4   1030 -5.32610e-01 
 4   1031 +7.66079e-01 
 4   1032 +2.31054e+00 
 4   1033 -2.65802e-01 
 4   1034 -3.72249e+00 
 4   1035 -9.22480e-01 
 4   1036 +2.10432e+00 
 4   1037 +2.58382e+00 
 4   1038 -8.50625e-01 
 4   1039 +1.05283e+00 
 4   1040 +1.43456e+00 
 4   1041 +2.24391e-01 
 4   1042 +6.43762e-01 
 4   1043 +7.13569e-01 
 4   1044 -4.63685e-01 
 4   1045 +2.93875e+00 
 4   1046 +2.80736e+00 
 4   1047 +9.85296e-01 
 4   1048 +2.64176e+00 
 4   1049 +1.73213e+00 
 4   1050 -1.16062e+00 
 4   1051 -1.18253e+00 
 4   1052 -7.63599e-01 
 4   1053 -1.27716e+00 
 4   1054 +8.84632e-02 
 4   1055 +6.78634e-01 
 4   1056 -2.83378e+00 
 4   1057 -2.48945e+00 
 4   1058 +3.41991e-02 
 4   1059 +5.98951e-01 
 4   1060 -2.29459e+00 
 4   1061 -3.98761e+00 
 4   1062 -2.95505e+00 
 4   1063 -1.92316e+00 
 4   1064 -3.97159e+00 
 4   1065 -2.42597e+00 
 5   1066 +3.17021e-01 
 5   1067 -6.55875e-02 
 5   1068 -1.12665e+00 
 5   1069 -2.98853e+00 
 5   1070 -5.31485e-02 
 5   1071 -3.55026e-01 
 5   1072 +1.62309e+00 
 5   1073 -9.40349e-01 
 5   1074 +1.83290e+00 
 5   1075 +3.41559e+00 
 5   1076 -1.36436e+00 
 5   1077 -4.33897e-01 
 5   1078 +2.27510e+00 
 5   1079 -1.18620e+00 
 5   1080 -9.27336e-01 
 5   1081 -2.68041e+00 
 5   1082 -1.60164e+00 
 5   1083 -2.08561e+00 
 5   1084 +5.16774e-01 
 5   1085 +2.84975e+00 
 5   1086 -1.36314e+00 
 5   1087 -2.07932e+00 
 5   1088 -5.17627e-01 
 5   1089 +1.81202e+00 
 5   1090 +1.02311e-01 
 5   1091 +1.35983e-03 
 5   1092 -2.99171e+00 
 5   1093 -1.57113e+00 
 5   1094 -1.54762e+00 
 5   1095 -6.74048e-01 
 5   1096 -4.05154e+00 
 5   1097 -4.00364e+00 
 5   1098 -3.16573e+00 
 5   1099 -4.06408e+00 
 5   1100 -4.34848e+00 
 5   1101 -4.13237e+00 
 5   1102 -4.45679e+00 
 5   1103 -3.98614e+00 
 5   1104 -2.21803e+00 
 5   1105 -4.90446e-01 
 5   1106 -3.62257e-01 
 5   1107 -3.35979e+00 
 5   1108 -4.30656e+00 
 5   1109 -4.31041e+00 
 5   1110 -2.27444e+00 
 5   1111 +3.47526e-01 
 5   1112 +2.03551e+00 
 5   1113 +9.68805e-01 
 5   1114 +1.97418e+00 
 5   1115 +2.13047e+00 
 5   1116 +2.85448e+00 
 5   1117 +2.20017e+00 
 5   1118 -2.45442e+00 
 5   1119 -2.49854e+00 
 5   1120 +1.41964e+00 
 5   1121 +2.17984e+00 
 5   1122 -1.46916e+00 
 5   1123 +8.43035e-01 
 5   1124 +2.03610e+00 
 5   1125          NaN 
 5   1126          NaN 
 5   1127          NaN 
 5   1128 +2.62055e+00 
 5   1129 +2.15595e+00 
 5   1130 +1.48767e+00 
 5   1131 +2.33399e+00 
 5   1132 +9.44490e-01 
 5   1133 +6.97376e-01 
 5   1134 +2.29655e+00 
 5   1135 +1.33697e+00 
 5   1136 +2.28936e-01 
 5   1137 +1.14870e-01 
 5   1138 +2.04048e+00 
 5   1139 +2.16882e+00 
 5   1140 +7.46924e-01 
 5   1141 +2.33734e+00 
 5   1142 -6.19236e-02 
 5   1143 +2.65434e+00 
 5   1144 +2.57570e+00 
 5   1145 +7.17818e-01 
 5   1146 +2.06529e-01 
 5   1147 +2.94693e+00 
 5   1148 +2.07094e+00 
 5   1149 +1.77994e-01 
 5   1150 +1.04518e+00 
 5   1151 +2.71646e+00 
 5   1152 +1.81233e+00 
 5   1153 +9.08350e-01 
 5   1154 -2.93569e+00 
 5   1155 -3.28100e+00 
 5   1156 -2.49702e+00 
 5   1157 +2.51917e-02 
 5   1158 +2.97487e+00 
 5   1159 +1.70854e+00 
 5   1160 +1.25464e+00 
 5   1161 +2.48066e+00 
 5   1162 +1.37344e+00 
 5   1163 +3.12045e-01 
 5   1164 +1.73713e+00 
 5   1165 -4.80142e-01 
 5   1166 +7.59424e-01 
 5   1167 -1.30813e+00 
 5   1168 +1.07606e+00 
 5   1169 +2.87185e+00 
 5   1170 +2.90486e+00 
 5   1171 -2.11353e+00 
 5   1172 -2.28732e+00 
 5   1173 -3.63549e+00 
 5   1174 -3.89620e+00 
 5   1175 -3.14391e+00 
 5   1176 -2.87154e+00 
 5   1177 -3.54942e+00 
 5   1178 -2.23619e+00 
 5   1179 +2.44699e-01 
 5   1180 -6.15787e-01 
 5   1181 +2.59808e+00 
 5   1182 +1.50646e+00 
 5   1183 +1.16543e+00 
 5   1184 +1.66310e-01 
 5   1185 -2.28659e-01 
 5   1186 +2.77399e+00 
 5   1187 +2.27152e+00 
 5   1188 +1.96408e+00 
 5   1189 +1.85140e+00 
 5   1190 +2.34388e+00 
 5   1191 +1.12235e+00 
 5   1192 +7.52626e-01 
 5   1193 +1.70541e+00 
 5   1194 +3.17606e-01 
 5   1195 -1.66831e+00 
 5   1196 -1.48486e-01 
 5   1197 -4.34302e-02 
 5   1198 +5.59081e-01 
 5   1199 -2.27072e-01 
 5   1200 -2.41230e-01 
 5   1201 -8.77020e-01 
 5   1202 -4.41885e-01 
 5   1203 -3.20462e+00 
 5   1204 -2.70019e+00 
 5   1205 -1.68866e+00 
 5   1206 +3.23686e-02 
 5   1207 +1.58723e+00 
 5   1208 +2.03316e+00 
 5   1209 +1.02728e+00 
 5   1210 -2.59307e-02 
 5   1211 +7.99042e-01 
 5   1212 +2.60121e+00 
 5   1213 +2.12105e+00 
 5   1214 +2.50688e-01 
 5   1215 -2.76932e+00 
 5   1216 -3.42939e+00 
 5   1217 -3.42264e+00 
 5   1218 +8.53634e-01 
 5   1219 +1.76975e+00 
 5   1220 -8.32454e-02 
 5   1221 -2.40644e+00 
 5   1222 -8.47431e-02 
 5   1223 -3.43383e+00 
 5   1224 -3.42282e+00 
 5   1225 -1.13555e+00 
 5   1226 +4.04837e-01 
 5   1227 -1.85488e-02 
 5   1228 +1.69273e-01 
 5   1229 -1.92604e+00 
 5   1230 +3.28893e-01 
 5   1231 +1.84661e+00 
 5   1232 -6.55929e-01 
 5   1233 -1.86168e+00 
 5   1234 -1.36056e+00 
 5   1235 +4.20525e-01 
 5   1236 -1.59726e+00 
 5   1237 -2.65425e+00 
 6   1238 -3.27500e+00 
 6   1239 -3.91200e+00 
 6   1240 -3.53150e+00 
 6   1241 +1.02157e+00 
 6   1242 -1.02595e+00 
 6   1243 -3.93243e+00 
 6   1244 -3.06481e+00 
 6   1245 +6.82818e-01 
 6   1246 +7.20521e-01 
 6   1247 +2.07199e+00 
 6   1248 +1.27702e+00 
 6   1249 -7.50815e-01 
 6   1250 -5.29774e-01 
 6   1251 +1.65431e+00 
 6   1252 +2.40736e+00 
 6   1253 +1.65678e+00 
 6   1254 +3.47725e-01 
 6   1255 +8.12038e-01 
 6   1256 -1.09060e+00 
 6   1257 +1.81990e+00 
 6   1258 +7.47664e-01 
 6   1259 -9.06330e-01 
 6   1260 -2.45557e+00 
 6   1261 -2.28119e+00 
 6   1262 -1.20277e+00 
 6   1263 -2.79777e+00 
 6   1264 -3.43200e+00 
 6   1265 -3.53965e+00 
 6   1266 -2.16926e+00 
 6   1267 -3.41395e+00 
 6   1268 -3.40511e+00 
 6   1269 +1.00331e+00 
 6   1270 +4.78800e-01 
 6   1271 +1.50321e+00 
 6   1272 +2.21667e+00 
 6   1273 +2.48221e-01 
 6   1274 -1.05595e+00 
 6   1275 +2.11453e+00 
 6   1276 +2.64687e-01 
 6   1277 -3.02154e+00 
 6   1278 +1.51247e+00 
 6   1279 +1.80018e+00 
 6   1280 +9.53912e-01 
 6   1281 -1.28450e+00 
 6   1282 -4.07209e+00 
 6   1283 -6.60564e-01 
 6   1284 +2.52143e+00 
 6   1285 -2.07738e+00 
 6   1286 -4.43914e-01 
 6   1287 +2.01845e+00 
 6   1288 +2.64346e-01 
 6   1289 -1.77441e+00 
 6   1290 -1.12131e-01 
 6   1291 +2.44506e+00 
 6   1292 +2.20252e+00 
 6   1293 -4.29650e-01 
 6   1294 -1.70830e-01 
 6   1295 +2.88803e-01 
 6   1296 +1.17240e+00 
 6   1297          NaN 
 6   1298          NaN 
 6   1299 +1.30832e+00 
 6   1300 +8.44357e-01 
 6   1301 +5.31179e-01 
 6   1302 -2.38707e+00 
 6   1303 -4.09318e+00 
 6   1304 -3.42276e+00 
 6   1305 +5.36704e-01 
 6   1306 -5.15477e-01 
 6   1307 -2.96329e+00 
 6   1308 -3.01094e-01 
 6   1309 +6.18882e-01 
 6   1310 -3.23839e+00 
 6   1311 -4.18121e+00 
 6   1312 -3.76240e+00 
 6   1313 -4.36997e+00 
 6   1314 -3.07352e+00 
 6   1315 -2.89235e+00 
 6   1316 +1.11228e-01 
 6   1317 +1.72920e-01 
 6   1318 -1.24887e+00 
 6   1319 -7.69957e-02 
 6   1320 -3.10011e-01 
 6   1321 -2.47714e-01 
 6   1322 +8.16917e-01 
 6   1323 +2.63979e+00 
 6   1324 +1.87804e+00 
 6   1325 -2.32753e-01 
 6   1326 +2.33200e-01 
 6   1327 -4.30766e-01 
 6   1328 +5.43423e-01 
 6   1329 -2.55536e-01 
 6   1330 +6.04953e-01 
 6   1331 +1.38481e+00 
 6   1332 -6.85386e-01 
 6   1333 -7.19090e-01 
 6   1334 -8.06151e-01 
 6   1335 -1.87431e+00 
 6   1336 -3.82625e+00 
 6   1337 -3.95807e+00 
 6   1338 -4.39925e+00 
 6   1339 -4.33233e+00 
 6   1340 -1.43501e+00 
 6   1341 -4.54037e-01 
 6   1342 -1.24046e+00 
 6   1343 -2.73317e+00 
 6   1344 -9.81969e-02 
 6   1345 -1.51838e+00 
 6   1346 +1.56751e+00 
 6   1347 +2.43156e+00 
 6   1348 +5.17629e-01 
 6   1349 +3.03565e-01 
 6   1350 +2.01550e+00 
 6   1351 +3.25770e+00 
 6   1352 +2.55950e+00 
 6   1353 +2.68012e+00 
 6   1354 -2.91676e-01 
 6   1355 +1.59612e+00 
 6   1356 +3.20460e+00 
 6   1357 +2.67962e+00 
 6   1358 +1.11871e+00 
 6   1359 +1.40963e+00 
 6   1360 +2.35147e+00 
 6   1361 +1.77559e+00 
 6   1362 +6.84662e-01 
 6   1363 +2.31602e-04 
 6   1364 +5.05661e-01 
 6   1365 -3.43855e+00 
 6   1366 -4.24602e+00 
 6   1367 -3.61671e+00 
 6   1368 -3.17629e+00 
 6   1369 -1.26700e+00 
 6   1370 -1.44776e+00 
 6   1371 -2.18496e+00 
 6   1372 -1.25926e+00 
 6   1373 +7.66831e-01 
 6   1374 +3.19440e+00 
 6   1375 -4.64554e-01 
 6   1376 -3.29244e+00 
 6   1377 -3.25246e+00 
 6   1378 -2.83065e+00 
 6   1379 +1.41897e+00 
 6   1380 +1.22499e+00 
 6   1381 +2.21072e+00 
 6   1382 +2.00610e+00 
 6   1383 +3.78854e+00 
 6   1384 +2.49021e+00 
 6   1385 +1.45152e+00 
 6   1386 -1.90854e+00 
 6   1387 -4.04654e-01 
 6   1388 -9.62615e-01 
 6   1389 -2.71627e+00 
 6   1390 -1.04891e+00 
 6   1391 +2.68248e+00 
 6   1392 +1.31122e+00 
 6   1393 -9.39221e-01 
 6   1394 -1.24514e+00 
 6   1395 -1.29347e+00 
 6   1396 -7.32770e-01 
 6   1397 +1.01602e+00 
 7   1398 +3.39897e-01 
 7   1399 -6.12374e-01 
 7   1400 +9.83532e-01 
 7   1401 +2.35947e+00 
 7   1402 +2.60262e+00 
 7   1403 +2.14716e+00 
 7   1404 -1.02709e-01 
 7   1405 -5.96527e-01 
 7   1406 -2.26993e+00 
 7   1407 -1.10004e+00 
 7   1408 -1.95305e+00 
 7   1409 -2.66820e+00 
 7   1410 +4.92522e-02 
 7   1411 +2.94919e+00 
 7   1412 +3.08562e+00 
 7   1413 +1.90259e+00 
 7   1414 +9.79031e-01 
 7   1415 -1.46350e+00 
 7   1416 -1.11763e-01 
 7   1417 +2.69239e-01 
 7   1418 +9.67200e-01 
 7   1419 -1.11729e+00 
 7   1420 -4.20914e+00 
 7   1421 -1.98533e-01 
 7   1422 +2.09595e+00 
 7   1423 +7.91271e-01 
 7   1424 -1.54293e+00 
 7   1425 -2.28207e+00 
 7   1426 -3.69497e+00 
 7   1427 -1.13729e+00 
 7   1428 -2.36417e+00 
 7   1429 +2.49060e+00 
 7   1430 +1.18998e+00 
 7   1431 +1.11722e+00 
 7   1432 +2.76335e+00 
 7   1433 +2.28307e+00 
 7   1434 +2.23400e+00 
 7   1435 -2.02084e+00 
 7   1436 -2.69208e+00 
 7   1437 +1.16062e+00 
 7   1438 +3.64431e-01 
 7   1439 -2.66422e+00 
 7   1440 -3.35776e+00 
 7   1441 +1.58217e+00 
 7   1442          NaN 
 7   1443          NaN 
 7   1444 +1.03628e-01 
 7   1445 +4.55842e-01 
 7   1446 -2.69790e+00 
 7   1447 +8.28288e-01 
 7   1448 +1.56430e+00 
 7   1449 +1.99157e+00 
 7   1450 +5.81331e-01 
 7   1451 +5.01108e-01 
 7   1452 +2.55002e-01 
 7   1453 +1.24494e+00 
 7   1454 +3.38368e-01 
 7   1455 +1.52756e+00 
 7   1456 +8.86593e-01 
 7   1457 -1.23138e+00 
 7   1458 -3.05144e-01 
 7   1459 -2.53611e+00 
 7   1460 -1.67936e+00 
 7   1461 -1.85849e+00 
 7   1462 +1.93579e-01 
 7   1463 +2.20445e-01 
 7   1464 -4.31818e-01 
 7   1465 -1.97043e+00 
 7   1466 -1.51405e+00 
 7   1467 -6.05045e-01 
 7   1468 -2.10746e+00 
 7   1469 -1.10749e+00 
 7   1470 +1.19753e+00 
 7   1471 +1.58911e+00 
 7   1472 -2.95677e+00 
 7   1473 -1.00905e+00 
 7   1474 +1.03764e+00 
 7   1475 +6.75570e-01 
 7   1476 +9.83265e-01 
 7   1477 +1.80220e+00 
 7   1478 +1.12106e-01 
 7   1479 -1.40623e+00 
 7   1480 +1.14515e+00 
 7   1481 +1.92257e+00 
 7   1482 +1.33431e+00 
 7   1483 +1.16437e+00 
 7   1484 +5.56129e-01 
 7   1485 +7.62462e-01 
 7   1486 +1.80435e+00 
 7   1487 +8.94065e-01 
 7   1488 +1.10450e+00 
 7   1489 -8.41432e-02 
 7   1490 -1.12546e+00 
 7   1491 -1.77973e+00 
 7   1492 -2.79254e+00 
 7   1493 -2.89044e+00 
 7   1494 +5.14408e-01 
 7   1495 -1.43682e+00 
 7   1496 -1.91380e+00 
 7   1497 -9.06643e-01 
 7   1498 +4.39421e-01 
 7   1499 -2.11895e+00 
 7   1500 -1.54203e+00 
 7   1501 -2.46581e+00 
 7   1502 +1.13563e+00 
 7   1503 +1.33616e+00 
 7   1504 +2.97004e+00 
 7   1505 +2.02187e+00 
 7   1506 +1.21120e+00 
 7   1507 +1.99014e+00 
 7   1508 +2.05271e+00 
 7   1509 +3.09956e+00 
 7   1510 +1.04730e+00 
 7   1511 +6.86979e-01 
 7   1512 +2.44646e+00 
 7   1513 +1.12589e+00 
 7   1514 -1.11696e+00 
 7   1515 +2.14643e-01 
 7   1516 +1.56721e+00 
 7   1517 +2.18905e+00 
 7   1518 +9.07238e-01 
 7   1519 +8.57062e-01 
 7   1520 +2.20567e+00 
 7   1521 +8.65048e-01 
 7   1522 -1.57090e+00 
 7   1523 -1.86555e-01 
 7   1524 +2.87662e-01 
 7   1525 +2.58930e+00 
 7   1526 +4.49828e-01 
 7   1527 +2.22556e+00 
 7   1528 +6.16958e-01 
 7   1529 -7.85451e-01 
 7   1530 +2.38536e+00 
 7   1531 +1.36503e+00 
 7   1532 +2.57125e-01 
 7   1533 +1.08025e+00 
 7   1534 +1.29317e+00 
 7   1535 +3.03620e+00 
 7   1536 +3.11373e+00 
 7   1537 +1.74745e+00 
 7   1538 +4.01449e-01 
 7   1539 -2.84175e+00 
 7   1540 -3.33965e+00 
 7   1541 -3.21569e+00 
 7   1542 -3.81233e+00 
 7   1543 -4.18107e+00 
 7   1544 -4.47066e+00 
 8   1545 -3.47720e-01 
 8   1546 +2.69042e+00 
 8   1547 +5.24494e-01 
 8   1548 +1.36445e-03 
 8   1549 -1.12187e+00 
 8   1550 +4.24017e-01 
 8   1551 -2.37641e-01 
 8   1552 +8.62890e-01 
 8   1553 -4.80608e-01 
 8   1554 +2.09298e+00 
 8   1555 +2.33380e+00 
 8   1556 +2.54603e+00 
 8   1557 +1.71945e+00 
 8   1558 +6.16973e-01 
 8   1559 +8.13263e-01 
 8   1560 +1.68867e+00 
 8   1561 +7.70925e-01 
 8   1562 +5.11495e-01 
 8   1563 -7.23794e-01 
 8   1564 -4.37501e-01 
 8   1565 +5.70437e-01 
 8   1566 +1.33081e+00 
 8   1567 +1.42370e+00 
 8   1568 +8.54089e-01 
 8   1569 +1.27477e+00 
 8   1570 +4.47457e-01 
 8   1571 -7.78471e-02 
 8   1572 +8.36603e-01 
 8   1573 +3.19363e+00 
 8   1574 +2.85003e+00 
 8   1575 +1.78853e+00 
 8   1576 +6.30696e-01 
 8   1577 -1.10473e+00 
 8   1578 -4.35313e+00 
 8   1579 -3.89322e+00 
 8   1580 -3.48691e+00 
 8   1581 -4.32644e+00 
 8   1582 -3.99684e+00 
 8   1583 -2.60545e+00 
 8   1584 -3.37694e-01 
 8   1585 -4.04907e-01 
 8   1586 -5.47274e-01 
 8   1587 +5.52256e-01 
 8   1588          NaN 
 8   1589          NaN 
 8   1590          NaN 
 8   1591 +8.75825e-02 
 8   1592 +6.31305e-01 
 8   1593          NaN 
 8   1594          NaN 
 8   1595          NaN 
 8   1596          NaN 
 8   1597          NaN 
 8   1598          NaN 
 8   1599          NaN 
 8   1600          NaN 
 8   1601          NaN 
 8   1602          NaN 
 8   1603          NaN 
 8   1604          NaN 
 8   1605          NaN 
 8   1606          NaN 
 8   1607          NaN 
 8   1608          NaN 
 8   1609          NaN 
 8   1610          NaN 
 8   1611 +6.52886e-01 
 8   1612 +6.52886e-01 
 8   1613 +6.52886e-01 
 8   1614 +1.11015e+00 
 8   1615 +8.17682e-01 
 8   1616 -1.63129e+00 
 8   1617 -3.16785e+00 
 8   1618 -1.66398e+00 
 8   1619 -1.04514e+00 
 8   1620 -4.62538e-01 
 8   1621 +3.13662e+00 
 8   1622 +1.67005e+00 
 8   1623 +1.56945e+00 
 8   1624 +8.09355e-01 
 8   1625 -6.66539e-01 
 8   1626 +1.96765e+00 
 8   1627 +1.20448e+00 
 8   1628 +2.97145e+00 
 8   1629 +1.75239e+00 
 8   1630 +1.93868e+00 
 8   1631 -1.21898e+00 
 8   1632 +1.38705e+00 
 8   1633 -1.02487e+00 
 8   1634 +1.35860e+00 
 8   1635 -1.38544e-01 
 8   1636 +4.14931e-01 
 8   1637 -1.68367e+00 
 8   1638 +5.35794e-01 
 8   1639 -2.47382e+00 
 8   1640 -3.70502e+00 
 8   1641 -2.88262e+00 
 8   1642 -3.79647e+00 
 8   1643 -3.76431e+00 
 8   1644 -3.22408e+00 
 8   1645 -3.22327e+00 
 8   1646 -1.47903e+00 
 8   1647 +3.07346e-01 
 8   1648 +8.96735e-01 
 8   1649 +1.76847e+00 
 8   1650 +2.16043e+00 
 8   1651 +2.05495e+00 
 8   1652 -1.42549e-01 
 8   1653 -1.12365e+00 
 8   1654 -8.26917e-01 
 8   1655 -6.62001e-01 
 8   1656 -5.55336e-01 
 8   1657 -1.98928e-02 
 8   1658 +2.62975e+00 
 8   1659 -1.11127e+00 
 8   1660 -2.00851e+00 
 8   1661 -3.21323e+00 
 8   1662 +2.07851e-01 
 8   1663 +2.84355e+00 
 8   1664 +1.07360e+00 
 8   1665 +1.93573e+00 
 8   1666 +2.82607e+00 
 8   1667 +2.09236e+00 
 8   1668 -2.94961e+00 
 8   1669 -3.49165e+00 
 8   1670 -1.95433e+00 
 8   1671 -3.29872e+00 
 8   1672 -3.73003e+00 
 8   1673 -4.01743e+00 
 8   1674 -4.17535e+00 
 8   1675 -4.06016e+00 
 8   1676 -4.21176e+00 
 8   1677 -4.44530e+00 
 8   1678 -4.38531e+00 
 8   1679 -4.18969e+00 
 8   1680 -3.57242e+00 
 8   1681 -2.19005e+00 
 8   1682 -3.11638e+00 
 8   1683 -3.66434e+00 
 8   1684 -4.41714e+00 
 8   1685 -4.05546e+00 
 8   1686 -4.22053e+00 
 8   1687 -2.24695e+00 
 8   1688 -1.54469e+00 
 8   1689 +8.29186e-01 
 8   1690 -1.08591e+00 
 8   1691 -3.77477e+00 
 8   1692 -3.76958e+00 
 8   1693 -4.50666e+00 
 8   1694 -4.21303e+00 
 8   1695 -4.08097e+00 
 8   1696 -4.36149e+00 
 8   1697 -4.35309e+00 
 8   1698 -3.63216e+00 
 8   1699 -3.10819e+00 
 8   1700 -4.08873e+00 
 8   1701 -4.02226e+00 
 8   1702 -1.34534e+00 
 8   1703 +1.27787e-01 
 8   1704 -1.53564e+00 
 8   1705 -4.29523e+00 
 8   1706 -4.93757e+00 
 9   1707 -3.50139e+00 
 9   1708 +2.20873e-01 
 9   1709 +2.26354e+00 
 9   1710 +9.83286e-01 
 9   1711 +2.45205e+00 
 9   1712 -7.48579e-01 
 9   1713 -7.36475e-01 
 9   1714 -9.33073e-01 
 9   1715 +2.24980e+00 
 9   1716 +2.09631e+00 
 9   1717 +1.53053e+00 
 9   1718 -2.23522e+00 
 9   1719 -2.85788e+00 
 9   1720 -2.00356e+00 
 9   1721 -2.29615e-01 
 9   1722 +2.77818e-01 
 9   1723 +1.44776e+00 
 9   1724 -5.56344e-01 
 9   1725 -1.06535e+00 
 9   1726 +2.60674e+00 
 9   1727 +7.72769e-01 
 9   1728 -1.19961e+00 
 9   1729 -1.00626e+00 
 9   1730 +2.56855e-01 
 9   1731 +4.16093e-01 
 9   1732 +6.27102e-01 
 9   1733 +1.78831e+00 
 9   1734 -3.34225e-01 
 9   1735 -1.77366e-01 
 9   1736 -1.18576e+00 
 9   1737 -6.30341e-01 
 9   1738 +1.10436e+00 
 9   1739 -4.37241e-01 
 9   1740 -1.71515e+00 
 9   1741 -2.16606e+00 
 9   1742 -2.62681e+00 
 9   1743 +2.23599e+00 
 9   1744 +5.00859e-01 
 9   1745 +1.10066e+00 
 9   1746          NaN 
 9   1747          NaN 
 9   1748          NaN 
 9   1749 +1.45032e+00 
 9   1750 -2.58233e+00 
 9   1751 +1.18934e+00 
 9   1752 +6.61147e-01 
 9   1753 -3.95286e-02 
 9   1754          NaN 
 9   1755 -7.25659e-01 
 9   1756 +3.74156e-01 
 9   1757 -1.79241e-02 
 9   1758 -1.84769e+00 
 9   1759 +1.11711e+00 
 9   1760 +2.61930e+00 
 9   1761 +1.69408e+00 
 9   1762 +2.05776e+00 
 9   1763 +2.51126e+00 
 9   1764 +2.47021e+00 
 9   1765 +1.53502e+00 
 9   1766 -4.66407e-01 
 9   1767 -1.55340e-01 
 9   1768 -1.60666e+00 
 9   1769 -1.59116e+00 
 9   1770 -1.99325e+00 
 9   1771 -7.50205e-01 
 9   1772 -6.88968e-01 
 9   1773 +2.71459e+00 
 9   1774 +6.92893e-01 
 9   1775 +7.04157e-01 
 9   1776 -9.24153e-01 
 9   1777 -4.16437e+00 
 9   1778 -4.08081e+00 
 9   1779 -4.08875e+00 
 9   1780 -3.90806e+00 
 9   1781 -3.99226e+00 
 9   1782 -3.74322e+00 
 9   1783 -3.55207e+00 
 9   1784 +5.09101e-01 
 9   1785 +1.25835e+00 
 9   1786 -1.55794e+00 
 9   1787 -2.23507e+00 
 9   1788 -3.11304e+00 
 9   1789 +7.24241e-01 
 9   1790 +3.07208e+00 
 9   1791 +3.11735e+00 
 9   1792 +1.26236e+00 
 9   1793 +1.16878e+00 
 9   1794 +1.04075e+00 
 9   1795 -3.79122e+00 
 9   1796 -2.34022e+00 
 9   1797 -8.61088e-01 
 9   1798 -4.41513e-01 
 9   1799 +2.63150e-01 
 9   1800 -1.57147e+00 
 9   1801 -3.53478e+00 
 9   1802 -1.49870e+00 
 9   1803 +8.84625e-01 
 9   1804 +3.79178e-01 
 9   1805 -3.12468e+00 
 9   1806 -2.96018e+00 
 9   1807 +9.96488e-01 
 9   1808 -3.24787e+00 
 9   1809 -4.21095e+00 
 9   1810 -4.13789e+00 
 9   1811 -3.87654e+00 
 9   1812 -3.27847e+00 
 9   1813 +1.66170e+00 
 9   1814 +3.35205e+00 
 9   1815 +3.11164e+00 
 9   1816 +9.64656e-01 
 9   1817 +3.12628e+00 
 9   1818 +2.36988e-01 
 9   1819 -6.42436e-01 
 9   1820 +1.45565e+00 
 9   1821 -2.24222e+00 
 9   1822 -9.40786e-01 
 9   1823 +9.25490e-02 
 9   1824 +2.76123e+00 
 9   1825 -4.31360e-02 
 9   1826 -1.26222e+00 
 9   1827 -1.49397e+00 
